0	16	0	1	0	0
3	1	0	82	0	0
5	1	0	81	0	0
7	0	0	8	0	0
11	0	0	128	0	0
15	9	0	119	-24	0
16	9	0	119	-12	0
18	9	0	119	-12	0
20	0	0	120	12	0
21	0	0	118	-24	0
22	0	0	119	-12	0
23	0	0	56	12	0
24	0	0	63	0	0
25	0	0	49	0	0
26	0	0	31	0	0
30	0	0	7	0	0
31	0	0	31	0	0
32	0	0	39	0	0
33	0	0	38	0	0
34	8	0	118	0	0
35	0	0	12	0	0
